Character,Game,Relation,Role
Rosalina,Super Mario 3D All-Stars,CHARACTER_IN,Non-playable character
Rosalina,Super Mario 3D World + Bowser's Fury,CHARACTER_IN,Unlockable playable character ( Super Mario 3D World )
Rosalina,Mario Golf: Super Rush,CHARACTER_IN,Playable character
Rosalina,Mario Party Superstars,CHARACTER_IN,Playable character
Rosalina,Mario Strikers: Battle League,CHARACTER_IN,Playable character
Rosalina,Mario + Rabbids Sparks of Hope,CHARACTER_IN,Non-playable character
Rosalina,Super Mario Party Jamboree,CHARACTER_IN,Playable character
Rosalina,Mario Kart World,CHARACTER_IN,Unlockable playable character
Roy Koopa,Super Mario Bros. 3,CHARACTER_IN,Boss
Roy Koopa,Super Mario World,CHARACTER_IN,Boss
Roy Koopa,Mario is Missing!,CHARACTER_IN,Boss
Roy Koopa,Mario is Missing!,CHARACTER_IN,Boss
Roy Koopa,Yoshi's Safari,CHARACTER_IN,Boss
Roy Koopa,Super Mario All-Stars,CHARACTER_IN,Boss
Roy Koopa,Super Mario All-Stars + Super Mario World,CHARACTER_IN,Boss
Roy Koopa,Hotel Mario,CHARACTER_IN,Boss
Roy Koopa,Super Mario World: Super Mario Advance 2,CHARACTER_IN,Boss
Roy Koopa,Super Mario Advance 4: Super Mario Bros. 3,CHARACTER_IN,Boss
Roy Koopa,Mario & Luigi: Superstar Saga,CHARACTER_IN,Boss
Roy Koopa,New Super Mario Bros. Wii,CHARACTER_IN,Boss
Roy Koopa,Super Mario All-Stars Limited Edition,CHARACTER_IN,Boss
Roy Koopa,New Super Mario Bros. 2,CHARACTER_IN,Boss
Roy Koopa,New Super Mario Bros. U,CHARACTER_IN,Boss
Roy Koopa,New Super Luigi U,CHARACTER_IN,Boss
Roy Koopa,Mario Kart 8,CHARACTER_IN,Unlockable playable character
Roy Koopa,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,Unlockable playable character (palette swap)
Roy Koopa,Super Smash Bros. for Wii U,CHARACTER_IN,Playable character (palette swap)
Roy Koopa,Nintendo Badge Arcade,CHARACTER_IN,Cameo as Badge
Roy Koopa,Puzzle & Dragons: Super Mario Bros. Edition,CHARACTER_IN,Boss (playable afterwards)
Roy Koopa,Mario & Luigi: Paper Jam,CHARACTER_IN,Boss
Roy Koopa,Mario & Sonic at the Rio 2016 Olympic Games,CHARACTER_IN,Unlockable playable character
Roy Koopa,Minecraft: Wii U Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Roy Koopa,Paper Mario: Color Splash,CHARACTER_IN,Boss
Roy Koopa,Mario Kart 8 Deluxe,CHARACTER_IN,Playable character
Roy Koopa,Minecraft: Nintendo Switch Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Roy Koopa,Mario & Luigi: Superstar Saga + Bowser's Minions,CHARACTER_IN,"Ally, boss"
Roy Koopa,Minecraft: New Nintendo 3DS Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Roy Koopa,Minecraft: Bedrock Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Roy Koopa,Super Smash Bros. Ultimate,CHARACTER_IN,Unlockable playable character (palette swap)
Roy Koopa,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,CHARACTER_IN,"Ally, enemy"
Roy Koopa,New Super Mario Bros. U Deluxe,CHARACTER_IN,Boss
Roy Koopa,Mario Kart Tour,CHARACTER_IN,Unlockable playable character
Roy Koopa,Dr. Mario World (update),CHARACTER_IN,Unlockable playable character
Roy Koopa,Super Mario Maker 2 (version 3.0.0),CHARACTER_IN,Enemy
Roy Koopa,Mario Kart Live: Home Circuit,CHARACTER_IN,Non-playable character
Roy Koopa,Nintendo World Championships: NES Edition,CHARACTER_IN,Boss
Shadow Mario,Super Mario Sunshine,CHARACTER_IN,Recurring enemy
Shadow Mario,Mario Golf: Toadstool Tour,CHARACTER_IN,Unlockable playable character
Shadow Mario,Super Smash Bros. Brawl,CHARACTER_IN,Cameo as a sticker
Shadow Mario,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,Cameo in Final Smash
Shadow Mario,Super Smash Bros. for Wii U,CHARACTER_IN,Cameo in Final Smash and as a trophy
Shadow Mario,Super Smash Bros. Ultimate,CHARACTER_IN,Cameo in Final Smash and as a spirit
Shadow Mario,Super Mario 3D All-Stars,CHARACTER_IN,Recurring enemy
Shadow the Hedgehog,Mario & Sonic at the Olympic Games,CHARACTER_IN,Playable character
Shadow the Hedgehog,Mario & Sonic at the Olympic Games,CHARACTER_IN,Playable character
Shadow the Hedgehog,Super Smash Bros. Brawl,CHARACTER_IN,"Cameo as a sticker, a trophy, and an Assist Trophy"
Shadow the Hedgehog,Mario & Sonic at the Olympic Winter Games,CHARACTER_IN,Playable character
Shadow the Hedgehog,Mario & Sonic at the Olympic Winter Games,CHARACTER_IN,Playable character
Shadow the Hedgehog,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,Playable character
Shadow the Hedgehog,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,Playable character
Shadow the Hedgehog,Mario & Sonic at the Sochi 2014 Olympic Winter Games,CHARACTER_IN,Playable character
Shadow the Hedgehog,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,Cameo as a trophy and an Assist Trophy
Shadow the Hedgehog,Super Smash Bros. for Wii U,CHARACTER_IN,Cameo as a trophy and an Assist Trophy
Shadow the Hedgehog,Mario & Sonic at the Rio 2016 Olympic Games,CHARACTER_IN,Playable character
Shadow the Hedgehog,Mario & Sonic at the Rio 2016 Olympic Games Arcade Edition,CHARACTER_IN,Playable character
Shadow the Hedgehog,Mario & Sonic at the Rio 2016 Olympic Games,CHARACTER_IN,Playable character
Shadow the Hedgehog,Super Smash Bros. Ultimate,CHARACTER_IN,Cameo as spirits and an Assist Trophy
Shadow the Hedgehog,Mario & Sonic at the Olympic Games Tokyo 2020,CHARACTER_IN,Playable character
Shroob,Mario & Luigi: Partners in Time,CHARACTER_IN,Enemy
Shroob,Super Smash Bros. Brawl,CHARACTER_IN,Cameo as sticker
Shroob,Mario & Luigi: Bowser's Inside Story,CHARACTER_IN,Boss
Shroob,Mario & Luigi: Dream Team,CHARACTER_IN,Cameo
Shroob,Mario & Luigi: Superstar Saga + Bowser's Minions,CHARACTER_IN,Cameo
Shroob,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,CHARACTER_IN,Boss
Shroob,Mario & Luigi: Brothership,CHARACTER_IN,Cameo
Slime,Itadaki Street DS,CHARACTER_IN,Playable character
Slime,Mario Sports Mix,CHARACTER_IN,Unlockable playable character
Slime,Fortune Street,CHARACTER_IN,Playable character
Slime,Super Smash Bros. Ultimate (Challenger Pack 2),CHARACTER_IN,Cameo; spirit
Sonic the Hedgehog,Mario & Sonic at the Olympic Games,CHARACTER_IN,Playable character
Sonic the Hedgehog,Mario & Sonic at the Olympic Games,CHARACTER_IN,Playable character
Sonic the Hedgehog,Super Smash Bros. Brawl,CHARACTER_IN,Unlockable playable character
Sonic the Hedgehog,Mario & Sonic at the Olympic Winter Games,CHARACTER_IN,Playable character
Sonic the Hedgehog,Mario & Sonic at the Olympic Winter Games,CHARACTER_IN,Playable character
Sonic the Hedgehog,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,Playable character
Sonic the Hedgehog,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,Playable character
Sonic the Hedgehog,Mario & Sonic at the Sochi 2014 Olympic Winter Games,CHARACTER_IN,Playable character
Sonic the Hedgehog,Super Smash Bros. for Nintendo 3DS / Wii U,CHARACTER_IN,Playable character
Sonic the Hedgehog,Mario Kart 8 (as of version 4.0),CHARACTER_IN,Mii Costume
Sonic the Hedgehog,Yoshi's Woolly World,CHARACTER_IN,Cameo as amiibo Yoshi design
Sonic the Hedgehog,Super Mario Maker,CHARACTER_IN,Playable character ( Costume Mario )
Sonic the Hedgehog,Mario & Sonic at the Rio 2016 Olympic Games,CHARACTER_IN,Playable character
Sonic the Hedgehog,Poochy & Yoshi's Woolly World,CHARACTER_IN,Cameo as amiibo Yoshi design
Sonic the Hedgehog,Mario Kart 8 Deluxe,CHARACTER_IN,Mii costume
Sonic the Hedgehog,Super Smash Bros. Ultimate,CHARACTER_IN,Unlockable playable character
Sonic the Hedgehog,Mario & Sonic at the Olympic Games Tokyo 2020,CHARACTER_IN,Playable character
Squawks,Donkey Kong Country,CHARACTER_IN,Non-playable character
Squawks,Donkey Kong Country 2: Diddy's Kong Quest,CHARACTER_IN,Playable character
Squawks,Donkey Kong Land 2,CHARACTER_IN,Playable character
Squawks,Donkey Kong Country 3: Dixie Kong's Double Trouble!,CHARACTER_IN,Playable character
Squawks,Donkey Kong Land III,CHARACTER_IN,Playable character
Squawks,Donkey Kong 64,CHARACTER_IN,Non-playable character
Squawks,Picross NP Vol. 8,CHARACTER_IN,Cameo
Squawks,Donkey Kong Country,CHARACTER_IN,Non-playable character
Squawks,Donkey Kong Country,CHARACTER_IN,Non-playable character
Squawks,Donkey Kong Country 2,CHARACTER_IN,Playable character
Squawks,Donkey Kong Country 3,CHARACTER_IN,Playable character
Squawks,Diddy Kong Racing DS,CHARACTER_IN,Non-playable character
Squawks,Donkey Kong Barrel Blast,CHARACTER_IN,Item
Squawks,Donkey Kong Country Returns,CHARACTER_IN,Item
Squawks,Donkey Kong Country Returns 3D,CHARACTER_IN,Item
Squawks,Donkey Kong Country: Tropical Freeze,CHARACTER_IN,Item
Squawks,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,Cameo as a trophy
Squawks,Donkey Kong Country: Tropical Freeze,CHARACTER_IN,Item
Squawks,Mario + Rabbids Kingdom Battle ( Donkey Kong Adventure DLC),CHARACTER_IN,Cameo as a weapon
Squawks,Super Smash Bros. Ultimate,CHARACTER_IN,Cameo as a spirit
Squawks,Donkey Kong Country Returns HD,CHARACTER_IN,Item
Stanley,Green House,CHARACTER_IN,Playable character
Stanley,Donkey Kong 3,CHARACTER_IN,Playable character
Stanley,Donkey Kong 3: Dai Gyakushū,CHARACTER_IN,Playable character
Stanley,Donkey Kong 3,CHARACTER_IN,Playable character
Stanley,Game & Watch Gallery 2,CHARACTER_IN,Cameo
Stanley,Game & Watch Gallery 3,CHARACTER_IN,Playable character in port of Green House
Stanley,Super Smash Bros. Melee,CHARACTER_IN,Cameo
Stanley,Game & Watch Gallery 4,CHARACTER_IN,Playable character in port of the Game & Watch Donkey Kong 3
Stanley,WarioWare: Twisted!,CHARACTER_IN,Playable character in microgame
Stanley,WarioWare: Touched!,CHARACTER_IN,Playable character in microgame
Stanley,Game & Watch Collection,CHARACTER_IN,Playable character in port of Green House
Stanley,WarioWare: D.I.Y.,CHARACTER_IN,Playable character in microgame
Stanley,WarioWare: D.I.Y. Showcase,CHARACTER_IN,Playable character in microgame
Stanley,NES Remix,CHARACTER_IN,Playable character in Donkey Kong 3 based challenges
Stanley,NES Remix Pack,CHARACTER_IN,Playable character in Donkey Kong 3 based challenges
Stanley,Super Smash Bros. Ultimate,CHARACTER_IN,Cameo as spirit ; sprite used in attack
Starlow,Mario & Luigi: Bowser's Inside Story,CHARACTER_IN,Non-playable character
Starlow,Mario & Luigi: Dream Team,CHARACTER_IN,Non-playable character
Starlow,Mario & Luigi: Paper Jam,CHARACTER_IN,Non-playable character
Starlow,Mario & Luigi: Superstar Saga + Bowser's Minions,CHARACTER_IN,Non-playable character
Starlow,Super Smash Bros. Ultimate,CHARACTER_IN,Appears as a Spirit
Starlow,Mario & Luigi: Brothership,CHARACTER_IN,Non-playable character
Swanky Kong,Donkey Kong Country 2: Diddy's Kong Quest,CHARACTER_IN,Non-playable character
Swanky Kong,Donkey Kong Country 3: Dixie Kong's Double Trouble!,CHARACTER_IN,Non-playable character
Swanky Kong,Donkey Kong Country 2,CHARACTER_IN,Non-playable character
Swanky Kong,Donkey Konga 2,CHARACTER_IN,Cameo
Swanky Kong,Mario Superstar Baseball,CHARACTER_IN,Cameo
Swanky Kong,Donkey Kong Country 3,CHARACTER_IN,Non-playable character
Swanky Kong,Super Smash Bros. Ultimate,CHARACTER_IN,Cameo as a spirit
Timber,Diddy Kong Racing,CHARACTER_IN,Playable character
Timber,Mario Artist: Paint Studio,CHARACTER_IN,Stamp cameo
Timber,Timber's Balloon Pop,CHARACTER_IN,Playable character
Timber,Diddy Kong Racing DS,CHARACTER_IN,Playable character
Tiny Kong,Donkey Kong 64,CHARACTER_IN,Unlockable playable character
Tiny Kong,Donkey Kong Country 2,CHARACTER_IN,Non-playable character
Tiny Kong,Donkey Kong Country 3,CHARACTER_IN,Non-playable character
Tiny Kong,Diddy Kong Racing DS,CHARACTER_IN,Playable character
Tiny Kong,Donkey Kong Barrel Blast,CHARACTER_IN,Unlockable playable character
Tiny Kong,Super Smash Bros. Brawl,CHARACTER_IN,Cameo as trophy and sticker
Tiny Kong,Mario Super Sluggers,CHARACTER_IN,Unlockable playable character
Tiny Kong,Super Smash Bros. for Wii U,CHARACTER_IN,Cameo as trophy
Tiny Kong,Super Smash Bros. Ultimate,CHARACTER_IN,Cameo as spirit
Toad,Super Mario Bros. 2,CHARACTER_IN,Playable character
Toad,Super Mario Kart,CHARACTER_IN,Playable character
Toad,Super Mario All-Stars,CHARACTER_IN,Playable character in Super Mario Bros. 2
Toad,Mario is Missing! CD-ROM Deluxe,CHARACTER_IN,Non-playable character
Toad,Wario's Woods,CHARACTER_IN,Main protagonist
Toad,Super Mario 64,CHARACTER_IN,Non-playable character
Toad,Mario Kart 64,CHARACTER_IN,Playable character
Toad,Mario Party,CHARACTER_IN,Main host/non-playable character
Toad,Mario Golf (Nintendo 64),CHARACTER_IN,Non-playable character
Toad,Mario Party 2,CHARACTER_IN,Main host/non-playable character
Toad,Mario Artist: Paint Studio,CHARACTER_IN,Stamp
Toad,Mario Tennis (Nintendo 64),CHARACTER_IN,Playable character
Toad,Mario Tennis (Game Boy Color),CHARACTER_IN,Non-playable character
Toad,Mario Party 3,CHARACTER_IN,Peach 's partner for Duel Mode
Toad,Super Mario Advance,CHARACTER_IN,Playable character
Toad,Mario Kart: Super Circuit,CHARACTER_IN,Playable character
Toad,Super Smash Bros. Melee,CHARACTER_IN,Peach 's helper in the move Toad /Trophy
Toad,Mario Party 4,CHARACTER_IN,Playable character (only in Beach Volley Folley)
Toad,Mario Golf: Toadstool Tour,CHARACTER_IN,Non-playable character
Toad,Mario Kart: Double Dash!!,CHARACTER_IN,Unlockable playable character
Toad,Mario Party 5,CHARACTER_IN,Playable character
Toad,Mario Power Tennis,CHARACTER_IN,Non-playable character
Toad,Mario Party 6,CHARACTER_IN,Playable character
Toad,WarioWare: Touched!,CHARACTER_IN,Cameo in a microgame
Toad,Mario Party Advance,CHARACTER_IN,Main host/non-playable character
Toad,Yakuman DS,CHARACTER_IN,Playable character
Toad,Dance Dance Revolution: Mario Mix,CHARACTER_IN,Non-playable character
Toad,Mario Superstar Baseball,CHARACTER_IN,Playable character
Toad,Mario Kart Arcade GP,CHARACTER_IN,Playable character
Toad,Mario Kart DS,CHARACTER_IN,Playable character
Toad,Mario Party 7,CHARACTER_IN,Playable character
Toad,Super Paper Mario,CHARACTER_IN,Non-playable character
Toad,Super Mario Galaxy,CHARACTER_IN,Cameo in opening
Toad,Mario Party 8,CHARACTER_IN,Playable character
Toad,Mario Kart Arcade GP 2,CHARACTER_IN,Playable character
Toad,Mario Party DS,CHARACTER_IN,Playable character
Toad,Super Smash Bros. Brawl,CHARACTER_IN,Peach 's helper in the move Toad /Trophy and Stickers
Toad,Mario Kart Wii,CHARACTER_IN,Playable character
Toad,Mario Super Sluggers,CHARACTER_IN,Playable character
Toad,Mario Party Fushigi no Korokoro Catcher,CHARACTER_IN,Playable character
Toad,New Play Control! Mario Power Tennis,CHARACTER_IN,Non-playable character
Toad,WarioWare: D.I.Y.,CHARACTER_IN,Stamp
Toad,Mario & Sonic at the Olympic Winter Games,CHARACTER_IN,Non-playable character
Toad,Super Mario Galaxy 2,CHARACTER_IN,Non-playable character
Toad,Mario Sports Mix,CHARACTER_IN,Playable character
Toad,Super Mario 3D Land,CHARACTER_IN,Non-playable character
Toad,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,Non-playable character
Toad,Fortune Street,CHARACTER_IN,Playable character
Toad,Mario Kart 7,CHARACTER_IN,Playable character
Toad,Mario Party 9,CHARACTER_IN,Playable character
Toad,Mario Tennis Open,CHARACTER_IN,Non-playable character
Toad,Mario Kart Arcade GP DX,CHARACTER_IN,Playable character
Toad,Super Mario 3D World,CHARACTER_IN,Playable character
Toad,Mario Party: Island Tour,CHARACTER_IN,Playable character
Toad,Mario Golf: World Tour,CHARACTER_IN,Playable character
Toad,Mario Kart 8,CHARACTER_IN,Playable character
Toad,Super Smash Bros. for Wii U,CHARACTER_IN,Peach 's helper in the move Toad /Trophies
Toad,Mario Party 10,CHARACTER_IN,Playable character
Toad,Mario Tennis: Ultra Smash,CHARACTER_IN,Playable character
Toad,Mario & Luigi: Paper Jam,CHARACTER_IN,Non-playable character
Toad,Mario & Sonic at the Rio 2016 Olympic Games (Wii U),CHARACTER_IN,Unlockable playable character
Toad,Super Mario Maker,CHARACTER_IN,Playable character ( Costume Mario )
Toad,Minecraft: Wii U Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Toad,Mario Party: Star Rush,CHARACTER_IN,Playable character
Toad,Super Mario Run,CHARACTER_IN,Unlockable playable character
Toad,Mario Kart 8 Deluxe,CHARACTER_IN,Playable character
Toad,Minecraft: Nintendo Switch Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Toad,Mario + Rabbids Kingdom Battle,CHARACTER_IN,Non-playable character
Toad,Super Mario Odyssey,CHARACTER_IN,Non-playable character
Toad,Mario Party: The Top 100,CHARACTER_IN,Non-playable character
Toad,Minecraft: New Nintendo 3DS Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Toad,Minecraft: Bedrock Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Toad,Mario Tennis Aces,CHARACTER_IN,Playable character
Toad,Super Mario Party,CHARACTER_IN,Non-playable character
Toad,Super Smash Bros. Ultimate,CHARACTER_IN,Peach 's helper for the move Toad and after an opponent is grabbed/Spirit
Toad,New Super Mario Bros. U Deluxe,CHARACTER_IN,Playable character
Toad,Super Mario Maker 2,CHARACTER_IN,Playable character and NPC
Toad,Dr. Mario World,CHARACTER_IN,Unlockable playable character
Toad,Mario Kart Tour,CHARACTER_IN,Playable character
Toad,Luigi's Mansion 3,CHARACTER_IN,Non-playable character
Toad,Mario & Sonic at the Olympic Games Tokyo 2020,CHARACTER_IN,Non-playable character
Toad,Super Mario 3D All-Stars,CHARACTER_IN,Cameo
Toad,Mario Kart Live: Home Circuit,CHARACTER_IN,Playable character
Toad,Mario Golf: Super Rush,CHARACTER_IN,Playable character
Toad,Mario Party Superstars,CHARACTER_IN,Non-playable character
Toad,Mario Strikers: Battle League,CHARACTER_IN,Playable character
Toad,Mario vs. Donkey Kong,CHARACTER_IN,Playable character
Toad,Super Mario Party Jamboree,CHARACTER_IN,Playable character
Toadsworth,Super Mario Sunshine,CHARACTER_IN,Non-playable character
Toadsworth,Mario Golf: Toadstool Tour,CHARACTER_IN,Cameo as a statue
Toadsworth,Mario Kart: Double Dash!!,CHARACTER_IN,Non-playable character
Toadsworth,Mario & Luigi: Superstar Saga,CHARACTER_IN,Non-playable character
Toadsworth,Mario Golf: Advance Tour,CHARACTER_IN,Non-playable character
Toadsworth,Paper Mario: The Thousand-Year Door,CHARACTER_IN,Non-playable character
Toadsworth,Mario Power Tennis,CHARACTER_IN,Non-playable character
Toadsworth,Mario Tennis: Power Tour,CHARACTER_IN,Non-playable character
Toadsworth,Yakuman DS,CHARACTER_IN,Unlockable playable character
Toadsworth,Mario Superstar Baseball,CHARACTER_IN,Playable character
Toadsworth,Mario Party 7,CHARACTER_IN,Non-playable character
Toadsworth,Mario & Luigi: Partners in Time,CHARACTER_IN,Non-playable character
Toadsworth,New Super Mario Bros.,CHARACTER_IN,Non-playable character
Toadsworth,Super Princess Peach,CHARACTER_IN,Non-playable character
Toadsworth,Mario Kart Arcade GP 2,CHARACTER_IN,Cameo
Toadsworth,Mario Party DS,CHARACTER_IN,Mentioned
Toadsworth,Super Smash Bros. Brawl,CHARACTER_IN,Cameo as trophy and sticker
Toadsworth,Mario Super Sluggers,CHARACTER_IN,Playable character
Toadsworth,New Play Control! Mario Power Tennis,CHARACTER_IN,Non-playable character
Toadsworth,Mario & Luigi: Bowser's Inside Story,CHARACTER_IN,Non-playable character
Toadsworth,Fortune Street,CHARACTER_IN,Mentioned
Toadsworth,Mario & Luigi: Dream Team,CHARACTER_IN,Non-playable character
Toadsworth,Super Smash Bros. for Wii U,CHARACTER_IN,Trophy
Toadsworth,Mario & Luigi: Superstar Saga + Bowser's Minions,CHARACTER_IN,Non-playable character
Toadsworth,Mario Party: The Top 100,CHARACTER_IN,Cameo
Toadsworth,Super Smash Bros. Ultimate,CHARACTER_IN,Cameo as spirit
Toadsworth,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,CHARACTER_IN,Non-playable character
Toadsworth,Super Mario 3D All-Stars,CHARACTER_IN,Non-playable character
Toadsworth,Paper Mario: The Thousand-Year Door (Nintendo Switch),CHARACTER_IN,Non-playable character
Toadette,Mario Kart: Double Dash!!,CHARACTER_IN,Unlockable playable character
Toadette,Paper Mario: The Thousand-Year Door,CHARACTER_IN,Non-playable character
Toadette,Mario Power Tennis,CHARACTER_IN,Cameo in opening
Toadette,Mario Party 6,CHARACTER_IN,Unlockable playable character
Toadette,Mario Party Advance,CHARACTER_IN,Non-playable character
Toadette,Yakuman DS,CHARACTER_IN,Non-playable character
Toadette,Dance Dance Revolution: Mario Mix,CHARACTER_IN,Non-playable character
Toadette,Mario Superstar Baseball,CHARACTER_IN,Unlockable playable character
Toadette,Mario Party 7,CHARACTER_IN,Playable character
Toadette,Mario Party 8,CHARACTER_IN,Playable character
Toadette,Mario Kart Arcade GP 2,CHARACTER_IN,Cameo in background
Toadette,Super Mario Galaxy,CHARACTER_IN,Cameo in opening
Toadette,Mario Party DS,CHARACTER_IN,Non-playable character
Toadette,Super Smash Bros. Brawl,CHARACTER_IN,Cameo as a trophy/sticker
Toadette,Mario Kart Wii,CHARACTER_IN,Unlockable playable character
Toadette,Mario Super Sluggers,CHARACTER_IN,Playable character
Toadette,Mario Party Fushigi no Korokoro Catcher,CHARACTER_IN,Playable character
Toadette,New Play Control! Mario Power Tennis,CHARACTER_IN,Cameo in opening
Toadette,Mario Golf: World Tour,CHARACTER_IN,Downloadable playable character
Toadette,Mario Kart 8,CHARACTER_IN,Unlockable playable character
Toadette,Super Smash Bros. for Wii U,CHARACTER_IN,Cameo as a trophy
Toadette,Captain Toad: Treasure Tracker,CHARACTER_IN,Playable character
Toadette,Mario Party 10,CHARACTER_IN,Unlockable playable character
Toadette,Mario Tennis: Ultra Smash,CHARACTER_IN,Unlockable playable character
Toadette,Mario & Luigi: Paper Jam,CHARACTER_IN,Non-playable character
Toadette,Super Mario Maker,CHARACTER_IN,Playable character ( Costume Mario )
Toadette,Minecraft: Wii U Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Toadette,Mario Party: Star Rush,CHARACTER_IN,Unlockable playable character
Toadette,Super Mario Run,CHARACTER_IN,Unlockable playable character
Toadette,Mario Kart 8 Deluxe,CHARACTER_IN,Playable character
Toadette,Minecraft: Nintendo Switch Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Toadette,Mario + Rabbids Kingdom Battle,CHARACTER_IN,Non-playable character
Toadette,Super Mario Odyssey,CHARACTER_IN,Non-playable character
Toadette,Mario Party: The Top 100,CHARACTER_IN,Non-playable character
Toadette,Minecraft: New Nintendo 3DS Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Toadette,Minecraft: Bedrock Edition,CHARACTER_IN,Playable skin in the Super Mario Mash-Up Pack
Toadette,Mario Tennis Aces,CHARACTER_IN,Playable character
Toadette,Captain Toad: Treasure Tracker,CHARACTER_IN,Playable character
Toadette,Super Mario Party,CHARACTER_IN,Non-playable character
Toadette,Super Smash Bros. Ultimate,CHARACTER_IN,Master spirit
Toadette,New Super Mario Bros. U Deluxe,CHARACTER_IN,Playable character
Toadette,Super Mario Maker 2,CHARACTER_IN,Playable character and NPC
Toadette,Dr. Mario World,CHARACTER_IN,Unlockable playable character
Toadette,Mario Kart Tour,CHARACTER_IN,Playable character
Toadette,Mario & Sonic at the Olympic Games Tokyo 2020,CHARACTER_IN,Unlockable playable character (guest character)
Toadette,Super Mario 3D All-Stars,CHARACTER_IN,Cameo in opening
Toadette,Super Mario 3D World + Bowser's Fury,CHARACTER_IN,Non-playable character ( Bowser's Fury only)
Toadette,Mario Golf: Super Rush,CHARACTER_IN,Non-playable character; playable character following free update
Toadette,WarioWare: Get It Together!,CHARACTER_IN,Cameo in microgame (2P co-op only)
Toadette,Mario Party Superstars,CHARACTER_IN,Non-playable character
Toadette,Mario + Rabbids Sparks of Hope,CHARACTER_IN,Non-playable character
Toadette,Super Mario Bros. Wonder,CHARACTER_IN,Playable character
Toadette,Super Mario Party Jamboree,CHARACTER_IN,Playable character
Toadette,Mario Kart World,CHARACTER_IN,Playable character
Vector the Crocodile,Mario & Sonic at the Olympic Games,CHARACTER_IN,Playable character
Vector the Crocodile,Mario & Sonic at the Olympic Games,CHARACTER_IN,Playable character
Vector the Crocodile,Super Smash Bros. Brawl,CHARACTER_IN,Cameo as a sticker
Vector the Crocodile,Mario & Sonic at the Olympic Winter Games,CHARACTER_IN,Playable character
Vector the Crocodile,Mario & Sonic at the Olympic Winter Games,CHARACTER_IN,Playable character
Vector the Crocodile,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,Playable character
Vector the Crocodile,Mario & Sonic at the London 2012 Olympic Games,CHARACTER_IN,Playable character
Vector the Crocodile,Mario & Sonic at the Sochi 2014 Olympic Winter Games,CHARACTER_IN,Playable character
Vector the Crocodile,Super Smash Bros. for Nintendo 3DS,CHARACTER_IN,Cameo as a trophy
Vector the Crocodile,Mario & Sonic at the Rio 2016 Olympic Games,CHARACTER_IN,Playable character
Vector the Crocodile,Mario & Sonic at the Rio 2016 Olympic Games Arcade Edition,CHARACTER_IN,Playable character
Vector the Crocodile,Mario & Sonic at the Rio 2016 Olympic Games,CHARACTER_IN,Playable character
Vector the Crocodile,Super Smash Bros. Ultimate,CHARACTER_IN,Cameo as a spirit
Vector the Crocodile,Mario & Sonic at the Olympic Games Tokyo 2020,CHARACTER_IN,Playable character
Waluigi,Mario Tennis,CHARACTER_IN,Playable character
Waluigi,Mario Tennis,CHARACTER_IN,Unlockable playable character
Waluigi,Mario Party 3,CHARACTER_IN,"Main Antagonist, Opponent (Story Mode), Playable character (Party Mode)"
Waluigi,Super Smash Bros. Melee,CHARACTER_IN,Trophy
Waluigi,Mario Party 4,CHARACTER_IN,Playable character
Waluigi,Game & Watch Gallery 4,CHARACTER_IN,Boss and Playable character (Multiplayer)
Waluigi,Mario Party-e,CHARACTER_IN,Playable character
Waluigi,Mario Golf: Toadstool Tour,CHARACTER_IN,Playable character
Waluigi,Mario Kart: Double Dash!!,CHARACTER_IN,Playable character
Waluigi,Mario Party 5,CHARACTER_IN,Playable character
Waluigi,Mario Golf: Advance Tour,CHARACTER_IN,Unlockable playable character
Waluigi,Super Mario Fushigi no Korokoro Party,CHARACTER_IN,Playable character
Waluigi,Mario Power Tennis,CHARACTER_IN,Playable character
Waluigi,Mario Party 6,CHARACTER_IN,Playable character
Waluigi,Yakuman DS,CHARACTER_IN,Unlockable opponent
